First Payment Date,Maturity Date,Loan Amount,Zip,Property Value,Year Built,Net Operating Income,Effective Gross Income,Total Operating Expenses,Maintenance Expense,Parking Expense,Taxes Expense,Insurance Expense,Utilities Expense,Payroll Expense
2016-09-01,2023-12-01,414839.83,97301,2855756.52,1971,195446.32,313119.78,126269.06,39355.49,0.0,20877.89,8683.79,7533.6,10394.81
2016-08-01,2026-07-01,953649.0,06076,1227965.7,1969,81161.71,201180.22,116408.29,23430.05,0.0,22650.61,9445.92,27484.61,20466.46
2016-10-01,2036-09-01,3359606.0,11205,4370077.08,1930,223552.66,296108.5,63999.41,3175.6,19760.7,30806.66,10613.05,1339.49,3999.28
2016-08-01,2036-07-01,2121830.07,10455,3220798.5,1920,146014.51,229677.91,81886.46,9252.58,6109.18,19967.78,5375.58,15045.49,7347.8
2017-01-01,2037-12-01,791771.78,46224,7736411.39,1964,652644.79,1372996.63,682835.76,134099.57,0.0,80542.29,70550.9,184379.81,136048.34
2016-10-01,2036-09-01,820407.11,11221,1406382.82,1931,59414.39,83334.1,27028.88,2942.9,0.0,6210.46,3049.14,9526.99,2079.85
2016-11-01,2036-10-01,948893.27,07017,1339330.93,1940,95822.31,216210.79,113321.53,10827.66,5707.26,48219.34,9054.17,14672.97,8971.41
2016-11-01,2031-10-01,37959237.33,94588,72174534.42,2015,3118619.61,4393157.53,1444820.56,214495.74,108390.53,401162.01,49095.15,74031.04,361079.93
2017-01-01,2026-12-01,2341685.4,21231,3082499.73,1920,192217.31,269822.31,77967.05,16870.77,7033.13,7533.83,9116.83,6828.46,10402.65
2016-10-01,2036-09-01,1304022.82,11207,1651721.47,1925,116976.52,148085.47,34307.21,0.0,0.0,7556.02,22702.7,4098.85,0.0
2016-11-01,2036-10-01,1626912.21,11237,2618800.75,1931,130694.08,166615.91,31690.38,3051.46,0.0,4094.91,2826.69,6389.09,2625.11
2016-05-01,2023-07-01,1778555.36,77502,6021931.14,1979,412616.71,788569.89,377530.76,81269.79,1071.99,44745.67,17780.3,30056.29,112653.5
2017-02-01,2022-01-01,1217336.74,94541,6593990.11,1965,366218.56,503852.78,156864.88,35036.92,0.0,47219.94,13123.83,4909.03,11431.16
,,0.0,15217,0.0,,401955.17,542409.35,146125.52,30148.19,0.0,59886.07,9413.08,21718.82,0.0
2016-08-01,2036-07-01,3996749.75,10031,5999649.13,1910,269132.39,418293.99,158432.01,14241.63,0.0,70979.45,11987.56,21795.61,11664.2
2016-06-01,2036-05-01,1086348.31,10591,1333067.7,1905,31820.19,61570.14,30185.02,0.0,0.0,19579.09,2605.94,8103.64,0.0
2016-10-01,2036-09-01,0.0,11221,4610233.04,2016,294823.72,317848.72,28250.53,4581.89,0.0,13357.29,4436.9,894.82,0.0
2016-06-01,2036-05-01,1899674.06,11201,2551657.15,1905,130055.26,171657.45,41411.35,3167.61,0.0,8914.93,5706.76,8626.71,3297.15
2016-03-01,2026-02-01,3539247.74,60618,4470759.66,2014,265734.39,359836.46,111497.09,19878.57,0.0,38870.0,12396.7,3947.85,5397.68
2016-03-01,2026-02-01,2968456.26,21218,3875391.74,1920,245361.38,414426.49,167700.67,37392.3,0.0,51552.16,13133.62,24938.99,0.0
2017-01-01,2031-12-01,4749227.4,11249,104113000.05,2015,549697.45,748319.33,174072.28,8342.71,52727.29,10020.45,15301.5,23021.53,84146.49
2016-10-01,2036-09-01,3331405.43,97006,4682653.69,1960,227645.74,416127.27,201581.17,59067.28,0.0,36085.68,9477.08,4840.56,29902.76
2016-10-01,2026-09-01,5060817.97,30033,8415870.38,1987,439565.28,907753.81,484711.75,95905.34,0.0,86128.25,21856.09,18264.96,100751.4
2016-10-01,2023-09-01,5628534.16,16335,7700253.32,1978,532371.62,853263.63,339923.18,50764.1,0.0,85509.4,32548.55,13329.97,61210.14
2016-09-01,2023-08-01,4824597.6,78130,6585234.81,1973,438928.45,911036.33,497598.14,79594.92,0.0,108038.12,30295.17,19006.26,140211.39
2016-10-01,2026-09-01,988632.36,07712,1302595.43,1970,91444.54,170088.04,79014.28,10344.75,0.0,25924.8,9283.83,17356.86,0.0
2016-06-01,2036-05-01,5114356.85,10012,9247587.89,1900,366753.72,607969.84,240732.65,12948.39,0.0,124724.75,27613.61,31737.1,8189.85
2016-03-01,2036-02-01,1588099.83,97202,2489457.48,2015,137600.33,193156.71,52091.45,8728.99,0.0,21555.16,1598.18,556.93,0.0
2016-09-01,2026-10-01,306710.06,97301,2950826.87,1970,192097.22,312700.93,113892.43,34659.93,0.0,17449.94,6478.46,2915.16,5530.77
2016-10-01,2036-09-01,1295549.08,11385,1994857.46,1931,85640.5,117797.35,32379.34,2998.54,0.0,7677.08,3323.73,12101.92,2127.05
2016-12-01,2026-11-01,817338.09,35205,1141498.57,1920,70564.13,125230.44,54665.36,13599.07,0.0,3847.59,6578.79,4494.56,6831.51
2016-11-01,2036-10-01,2295211.5,11221,2947292.73,1931,163734.58,189015.07,27261.83,4055.68,0.0,6717.44,3147.33,732.28,2380.48
2016-09-01,2026-08-01,5294674.2,37040,7680589.55,2013,472484.36,743052.84,249789.43,39169.65,0.0,61607.21,20554.61,10595.87,66268.4
2016-09-01,2046-08-01,1173504.96,98022,2590841.4,1988,111176.77,227784.09,117526.95,32808.91,0.0,27750.86,8692.07,1978.23,18538.44
2016-10-01,2046-09-01,955036.95,91911,3969398.1,1968,173458.35,268511.08,101426.71,40862.77,0.0,31700.51,6120.14,350.16,0.0
2016-10-01,2036-09-01,2928460.09,11221,3536673.11,1931,197250.26,233127.49,33687.74,4263.68,0.0,7393.27,3717.93,607.66,2990.84
2016-09-01,2026-08-01,1984532.78,33166,3370185.6,1920,155415.46,279413.33,128803.3,15837.69,0.0,55380.17,25418.29,11920.41,0.0
2016-04-01,2026-03-01,1350655.67,23434,1896967.03,1925,204150.8,444093.8,259975.22,47900.01,464.96,0.0,2913.18,113124.94,59288.61
2016-10-01,2026-09-01,1274333.36,91942,3268616.26,1979,141841.89,254963.38,113876.04,33758.6,0.0,33276.88,5794.56,8844.29,9401.78
2016-10-01,2036-09-01,2009304.69,11102,2599173.86,1931,144004.57,178957.09,38931.36,2985.56,0.0,15169.01,4106.22,824.99,3048.65
2016-08-01,2023-07-01,7675577.72,80634,12523810.72,1972,761861.81,1246504.75,454755.13,89092.3,0.0,43399.57,26691.69,111228.8,101310.3
2017-02-01,2024-01-01,3229540.06,30008,5157938.53,1968,388958.94,872384.47,468332.57,117918.95,0.0,43810.92,28432.94,86025.6,117720.88
2016-04-01,2026-03-01,2615297.78,97214,3898344.46,1926,19623.54,66074.88,48755.16,0.0,0.0,21983.84,5831.09,10933.72,0.0
2016-03-01,2021-02-01,1005683.06,78664,1344306.25,1979,80531.72,194299.93,108637.44,19621.69,0.0,30732.08,7154.48,14436.03,20809.71
2016-09-01,2036-08-01,2335278.76,11385,3024682.41,1931,171357.04,195989.49,33316.51,3047.06,0.0,9836.71,5251.7,1837.0,2913.62
2016-09-01,2026-08-01,856594.91,60613,1322807.61,1912,69499.48,127603.01,59267.67,11647.37,1210.4,21636.43,5070.69,6813.08,0.0
2016-05-01,2023-05-01,694996.09,90034,12210050.58,1987,536386.56,888444.83,328396.04,79920.85,0.0,86837.01,29732.26,45044.25,32345.62
2017-02-01,2037-01-01,1180768.56,11206,1487347.78,1931,83649.67,112872.81,27514.13,3017.54,0.0,4493.72,3020.0,5876.48,2944.03
2016-10-01,2022-06-01,2124346.3,31408,9944729.08,1990,527676.34,1179881.7,644357.71,102276.87,0.0,93103.0,57319.26,101400.77,162744.11
2016-03-01,2036-02-01,1647212.76,60660,2098069.16,1910,2337.68,70145.24,66628.87,4103.16,390.51,12700.67,8626.38,8832.62,15018.03
2016-07-01,2023-06-01,2531831.83,11106,3716975.77,1926,182542.71,375795.15,186725.52,9506.41,0.0,77535.47,7847.46,51136.85,6628.88
2016-07-01,2036-06-01,887860.73,11222,1399393.39,1931,64390.66,97966.21,32108.27,3021.06,0.0,7165.99,3174.33,8411.51,3087.19
2016-05-01,2036-04-01,2404545.22,11211,3208710.17,1931,161542.09,190481.21,35515.86,2932.63,0.0,10721.81,6674.43,5679.44,3020.39
2016-04-01,2026-03-01,3510129.89,90405,6452113.82,2007,260360.75,341565.07,91506.51,9661.7,10591.41,42897.78,4573.07,8553.71,0.0
2016-08-01,2036-07-01,3925864.46,10031,5864556.35,1910,271696.63,432296.21,166025.73,14204.54,0.0,74339.02,11845.8,20174.48,11846.38
2016-03-01,2036-02-01,1571487.17,11385,2218955.43,1931,106650.29,160387.39,54630.82,5176.58,0.0,14539.46,7322.28,9142.14,6164.43
2016-04-01,2036-03-01,3909835.15,11205,4981909.74,2002,254511.17,277028.73,27681.77,3940.78,7021.45,423.29,4263.64,908.95,4185.92
2016-07-01,2036-06-01,1190275.57,11211,1753935.33,1920,80776.08,116674.65,33680.19,3804.61,0.0,6631.57,3732.0,8049.04,3047.31
2016-07-01,2036-06-01,1085792.91,11385,1820025.17,1931,83663.22,123313.7,35814.57,2862.98,0.0,12297.45,3615.84,4773.11,2400.52
